a posteriori	à posteriori
a priori	à priori
abaissé	abaissée
abaissant	abaissante
abaissé	abaissées
abaissement	abaissements
abaissé	abaissés
abaisser	abaissaient
abaisser	abaissai
abaisser	abaissais
abaisser	abaissâmes
abaisser	abaissant
abaisser	abaissas
abaisser	abaissasse
abaisser	abaissassent
abaisser	abaissasses
abaisser	abaissassiez
abaisser	abaissassions
abaisser	abaissât
abaisser	abaissâtes
abaisser	abaisse
abaisser	abaissé
abaisser	abaissée
abaisser	abaissées
abaisser	abaissent
abaisser	abaissa
abaisser	abaissera
abaisser	abaisseraient
abaisser	abaisserai
abaisser	abaisserais
abaisser	abaissait
abaisser	abaisseras
abaisser	abaisserait
abaisser	abaissèrent
abaisser	abaisseriez
abaisser	abaisserions
abaisser	abaisserez
abaisser	abaisseront
abaisser	abaisserons
abaisser	abaissés
abaisser	abaissez
abaisser	abaissiez
abaisser	abaissions
abaisser	abaissons
abaisser	abaisses
abandonné	abandonnée
abandonné	abandonnées
abalone	abalones
abandonné	abandonnés
abandon	abandons
abandonner	abandonnai
abandonner	abandonnais
abandonner	abandonnaient
abandonner	abandonna
abandonner	abandonnâmes
abandonner	abandonnas
abandonner	abandonnant
abandonner	abandonnasse
abandonner	abandonnassent
abandonner	abandonnait
abandonner	abandonnassiez
abandonner	abandonnât
abandonner	abandonnassions
abandonner	abandonne
abandonner	abandonnasses
abandonner	abandonnâtes
abandonner	abandonnées
abandonner	abandonnée
abandonner	abandonné
abandonner	abandonnera
abandonner	abandonneraient
abandonner	abandonnerais
abandonner	abandonnerait
abandonner	abandonnerai
abandonner	abandonnèrent
abandonner	abandonnent
abandonner	abandonneras
abandonner	abandonneriez
abandonner	abandonnerons
abandonner	abandonnerions
abandonner	abandonnes
abandonner	abandonneront
abandonner	abandonnez
abandonner	abandonnés
abandonner	abandonnerez
abandonner	abandonniez
abandonneur	abandonneurs
abaque	abaques
abandonner	abandonnions
abandonner	abandonnons
abasourdir	abasourdi
abasourdir	abasourdie
abasourdi	abasourdis
abasourdir	abasourdies
abasourdir	abasourdîmes
abasourdir	abasourdira
abasourdir	abasourdirai
abasourdir	abasourdirais
abasourdir	abasourdiraient
abasourdir	abasourdiras
abasourdir	abasourdirait
abasourdir	abasourdirez
abasourdir	abasourdiriez
abasourdir	abasourdirions
abasourdir	abasourdirons
abasourdir	abasourdiront
abasourdir	abasourdis
abasourdi	abasourdie
abasourdir	abasourdirent
abasourdir	abasourdissais
abasourdir	abasourdissaient
abasourdir	abasourdissait
abasourdir	abasourdissent
abasourdir	abasourdissant
abasourdir	abasourdissez
abasourdir	abasourdisses
abasourdir	abasourdissiez
abasourdir	abasourdissions
abasourdir	abasourdissons
abasourdir	abasourdît
abasourdir	abasourdisse
abasourdir	abasourdîtes
abat	abats
abâtardi	abâtardie
abasourdissant	abasourdissants
abasourdir	abasourdit
abâtardir	abâtardies
abâtardir	abâtardîmes
abâtardir	abâtardira
abâtardir	abâtardie
abâtardir	abâtardirai
abâtardir	abâtardiraient
abâtardir	abâtardi
abâtardir	abâtardiras
abâtardir	abâtardirait
abâtardir	abâtardirent
abâtardir	abâtardirais
abâtardir	abâtardirions
abâtardir	abâtardirons
abâtardir	abâtardirez
abâtardir	abâtardiriez
abâtardir	abâtardissaient
abâtardir	abâtardis
abâtardir	abâtardissais
abâtardir	abâtardissait
abâtardir	abâtardiront
abâtardir	abâtardissent
abâtardir	abâtardisses
abâtardir	abâtardisse
abâtardir	abâtardissez
abâtardir	abâtardissant
abâtardir	abâtardissons
abâtardir	abâtardissions
abâtardir	abâtardît
abâtardir	abâtardissiez
abattage	abattages
abâtardir	abâtardîtes
abâtardir	abâtardit
abattement	abattements
abattoir	abattoirs
abattre	abat
abattre	abats
abattre	abattaient
abattre	abattais
abattre	abattait
abattre	abattant
abattre	abatte
abattre	abattent
abattre	abattes
abattre	abattez
abattre	abattiez
abattre	abattîmes
abattant	abattants
abattre	abattions
abattre	abattirent
abatteur	abatteurs
abattre	abattissent
abattre	abattis
abattre	abattisse
abattre	abattissiez
abattre	abattit
abattre	abattisses
abattre	abattissions
abattre	abattîtes
abattre	abattra
abattre	abattrai
abattre	abattraient
abattre	abattons
abattre	abattrais
abattre	abattît
abattre	abattrez
abattre	abattrait
abattre	abattrions
abattre	abattrons
abattre	abattras
abattre	abattriez
abattre	abattue
abattre	abattront
abattre	abattues
abattu	abattue
abattre	abattus
abattre	abattu
abatture	abattures
abattu	abattus
abattu	abattues
abbatial	abbatiale
abbatial	abbatiaux
abbé	abbés
abbaye	abbayes
abbé	abbesse
abbé	abbesses
abcéder	abcédai
abcéder	abcédaient
abcéder	abcéda
abcéder	abcédais
abcéder	abcédâmes
abbatial	abbatiales
abcéder	abcédait
abcéder	abcédant
abcéder	abcédasse
abcéder	abcédassent
abcéder	abcédas
abcéder	abcédasses
abcéder	abcédassiez
abcéder	abcédassions
abcéder	abcédé
abcéder	abcédâtes
abcéder	abcédée
abcéder	abcédât
abcéder	abcédées
abcéder	abcèdent
abcéder	abcéderai
abcéder	abcéderaient
abcéder	abcède
abcéder	abcédera
abcéder	abcéderait
abcéder	abcéderais
abcéder	abcédèrent
abcéder	abcéderiez
abcéder	abcéderions
abcéder	abcéderez
abcéder	abcéderons
abcéder	abcédés
abcéder	abcéderont
abcéder	abcèdes
abcéder	abcéderas
abcéder	abcédiez
abcéder	abcédions
abdication	abdications
abdiquer	abdiqua
abcéder	abcédez
abcéder	abcédons
abdiquer	abdiquai
abdiquer	abdiquaient
abdiquer	abdiquais
abdiquer	abdiquâmes
abdiquer	abdiquant
abdiquer	abdiquasse
abdiquer	abdiquait
abdiquer	abdiquassent
abdiquer	abdiquassiez
abdiquer	abdiquas
abdiquer	abdiquassions
abdiquer	abdiquasses
abdiquer	abdiquât
abdiquer	abdiquâtes
abdiquer	abdique
abdiquer	abdiquée
abdiquer	abdiquées
abdiquer	abdiquera
abdiquer	abdiquerai
abdiquer	abdiqueraient
abdiquer	abdiquerais
abdiquer	abdiquerait
abdiquer	abdiqué
abdiquer	abdiqueras
abdiquer	abdiquerez
abdiquer	abdiquèrent
abdiquer	abdiquent
abdiquer	abdiquerions
abdiquer	abdiqueront
abdiquer	abdiquerons
abdiquer	abdiqués
abdiquer	abdiqueriez
abdiquer	abdiques
abdiquer	abdiquiez
abdiquer	abdiquions
abdomen	abdomens
abdiquer	abdiquons
abdominal	abdominale
abdominal	abdominales
abécédaire	abécédaires
abdominal	abdominaux
abdiquer	abdiquez
aberrant	aberrantes
abeille	abeilles
aberrant	aberrants
aberrer	aberrant
aberrant	aberrante
aberration	aberrations
abêti	abêties
abêtir	abêtie
abêtir	abêties
abêtir	abêti
abêtir	abêtîmes
abêtir	abêtira
abêtir	abêtirai
abêtir	abêtiraient
abêtir	abêtirais
abêtir	abêtiras
abêtir	abêtirait
abêtir	abêtirent
abêtir	abêtirez
abêtir	abêtiriez
abêtir	abêtirions
abêti	abêtis
abêtir	abêtirons
abêtir	abêtissaient
abêtir	abêtissais
abêtir	abêtiront
abêtir	abêtissait
abêtir	abêtissant
abêtir	abêtissent
abêtir	abêtisses
abêtir	abêtis
abêtir	abêtisse
abêtir	abêtissions
abêtir	abêtissons
abêtir	abêtissiez
abêtir	abêtît
abêtir	abêtissez
abhorré	abhorrée
abêtir	abêtit
abêtir	abêtîtes
abhorrer	abhorraient
abhorrer	abhorra
abhorrer	abhorrai
abhorrer	abhorrais
abhorrer	abhorrâmes
abhorrer	abhorrait
abhorrer	abhorrasse
abhorrer	abhorrassent
abhorrer	abhorrasses
abhorrer	abhorrassiez
abhorrer	abhorrassions
abhorrer	abhorrât
abhorrer	abhorrâtes
abhorrer	abhorre
abhorrer	abhorré
abhorrer	abhorrée
abhorrer	abhorrées
abhorrer	abhorras
abhorrer	abhorrent
abhorrer	abhorrerai
abhorrer	abhorrant
abhorrer	abhorreraient
abhorrer	abhorrera
abhorrer	abhorrerais
abhorrer	abhorrèrent
abhorrer	abhorrerez
abhorrer	abhorreras
abhorrer	abhorrerait
abhorrer	abhorrerions
abhorrer	abhorreront
abhorrer	abhorreriez
abhorrer	abhorres
abhorrer	abhorrés
abhorrer	abhorriez
abhorrer	abhorrerons
abhorrer	abhorrons
abhorrer	abhorrions
abîmer	abîma
abîmer	abîmai
abîmer	abîmaient
abîmer	abîmais
abhorrer	abhorrez
abîmer	abîmâmes
abîmer	abîmait
abîmer	abîmas
abîmer	abîmant
abîmer	abîmassent
abîmer	abîmasse
abîmer	abîmasses
abîmer	abîmassiez
abîmer	abîmassions
abîmer	abîmâtes
abîme	abîmes
abîmer	abîmât
abîmer	abîmée
abîmer	abîme
abîmer	abîmées
abîmer	abîment
abîmer	abîmerai
abîmer	abîmeraient
abîmer	abîmerais
abîmer	abîmerait
abîmer	abîmera
abîmer	abîmeras
abîmer	abîmèrent
abîmer	abîmeriez
abîmer	abîmerez
abîmer	abîmerions
abîmer	abîmé
abîmer	abîmerons
abîmer	abîmés
abîmer	abîmeront
abîmer	abîmiez
abîmer	abîmions
abîmer	abîmons
abject	abjecte
abîmer	abîmes
abîmer	abîmez
abjection	abjections
abjuration	abjurations
abject	abjects
abject	abjectes
abjurer	abjuraient
abjurer	abjurais
abjurer	abjurai
abjurer	abjurâmes
abjurer	abjurait
abjurer	abjuras
abjurer	abjurant
abjurer	abjurasse
abjurer	abjurasses
abjurer	abjurassent
abjurer	abjurassions
abjurer	abjurât
abjurer	abjurassiez
abjurer	abjurâtes
abjurer	abjuré
abjurer	abjurée
abjurer	abjurées
abjurer	abjurent
abjurer	abjurera
abjurer	abjurerai
abjurer	abjureraient
abjurer	abjurerais
abjurer	abjurerait
abjurer	abjureras
abjurer	abjurèrent
abjurer	abjurerez
abjurer	abjureriez
abjurer	abjurerions
abjurer	abjurerons
abjurer	abjure
abjurer	abjureront
abjurer	abjurés
abjurer	abjurez
abjurer	abjures
abjurer	abjuriez
abjurer	abjurions
ablation	ablations
abjurer	abjura
abjurer	abjurons
abnégation	abnégations
ablution	ablutions
aboiement	aboiements
aboi	abois
ablette	ablettes
aboli	abolie
aboli	abolies
aboli	abolis
abolir	abolies
abolir	abolîmes
abolir	abolie
abolir	abolira
abolir	abolirai
abolir	abolirais
abolir	aboliraient
abolir	aboliras
abolir	abolirait
abolir	abolirez
abolir	abolirent
abolir	abolirions
abolir	aboliriez
abolir	aboliront
abolir	abolis
abolir	abolirons
abolir	abolissaient
abolir	abolissais
abolir	abolissant
abolir	aboli
abolir	abolissait
abolir	abolisses
abolir	abolissent
abolir	abolissiez
abolir	abolissions
abolir	abolissez
abolir	abolissons
abolir	abolit
abolir	abolîtes
abolir	abolisse
abolition	abolitions
abolitionnisme	abolitionnismes
abolitionniste	abolitionnistes
abomination	abominations
abominer	abominaient
abolir	abolît
abominer	abomine
abondance	abondances
abondant	abondantes
abominable	abominables
abondant	abondante
abonder	abondai
abondant	abondants
abonder	abondaient
abonder	abonda
abonder	abondait
abonder	abondâmes
abonder	abondais
abonder	abondasse
abonder	abondas
abonder	abondassent
abonder	abondant
abonder	abondasses
abonder	abondassiez
abonder	abondassions
abonder	abondâtes
abonder	abondé
abonder	abondent
abonder	abondera
abonder	abondât
abonder	abonderaient
abonder	abonderai
abonder	abonderais
abonder	abonde
abonder	abondèrent
abonder	abonderez
abonder	abonderait
abonder	abonderiez
abonder	abonderions
abonder	abonderons
abonder	abonderont
abonder	abondes
abonder	abonderas
abonder	abondez
abonder	abondions
abonné	abonnée
abonné	abonnées
abonder	abondons
abonnement	abonnements
abonder	abondiez
abonner	abonnai
abonné	abonnés
abonner	abonnaient
abonner	abonnais
abonner	abonnâmes
abonner	abonna
abonner	abonnait
abonner	abonnasse
abonner	abonnassent
abonner	abonnant
abonner	abonnassiez
abonner	abonnassions
abonner	abonnât
abonner	abonnasses
abonner	abonne
abonner	abonnâtes
abonner	abonnée
abonner	abonné
abonner	abonnées
abonner	abonnent
abonner	abonnerai
abonner	abonneraient
abonner	abonnerais
abonner	abonnerait
abonner	abonnera
abonner	abonneras
abonner	abonnèrent
abonner	abonnas
abonner	abonneriez
abonner	abonnerions
abonner	abonnerons
abonner	abonneront
abonner	abonnés
abonner	abonnes
abonner	abonnerez
abonner	abonnez
abonner	abonnions
abonner	abonnons
abonnir	abonnie
abonnir	abonni
abonnir	abonnies
abonnir	abonnîmes
abonnir	abonnira
abonnir	abonnirai
abonnir	abonniraient
abonnir	abonnirais
abonner	abonniez
abonnir	abonnirait
abonnir	abonniras
abonnir	abonnirent
abonnir	abonnirions
abonnir	abonniriez
abonnir	abonnirez
abonnir	abonnirons
abonnir	abonnissaient
abonnir	abonniront
abonnir	abonnissais
abonnir	abonnis
abonnir	abonnissait
abonnir	abonnisse
abonnir	abonnissent
abonnir	abonnissant
abonnir	abonnissiez
abonnir	abonnissions
abonnir	abonnissons
abonnir	abonnisses
abonnir	abonnissez
abonnir	abonnit
abonnir	abonnîtes
abordable	abordables
abordage	abordages
abordé	abordées
abonnir	abonnît
abordé	abordés
aborder	abordai
abord	abords
aborder	aborda
aborder	abordaient
aborder	abordait
aborder	abordâmes
aborder	abordant
aborder	abordasse
aborder	abordassent
aborder	abordas
aborder	abordais
aborder	abordasses
aborder	abordassions
aborder	abordâtes
aborder	aborde
aborder	abordassiez
aborder	abordé
aborder	abordée
aborder	abordées
aborder	abordent
aborder	aborderai
aborder	abordera
aborder	aborderaient
aborder	abordât
aborder	aborderait
aborder	abordèrent
aborder	aborderez
aborder	aborderais
aborder	aborderions
aborder	aborderons
aborder	aborderas
aborder	aborderiez
aborder	abordes
aborder	aborderont
aborder	abordés
aborder	abordions
aborder	abordons
aborder	abordez
aborder	abordiez
abortif	abortive
aborigène	aborigènes
abouchement	abouchements
abortif	abortifs
aboucher	abouchai
aboucher	abouchaient
aboucher	abouchais
aboucher	abouchait
aboucher	abouchâmes
aboucher	abouchant
aboucher	abouchas
aboucher	abouchasse
aboucher	abouchassent
aboucher	abouchasses
aboucher	aboucha
aboucher	abouchassiez
aboucher	abouchassions
aboucher	abouchâtes
aboucher	abouche
abortif	abortives
aboucher	abouchât
aboucher	abouchées
aboucher	abouchée
aboucher	abouché
aboucher	abouchera
aboucher	aboucherai
aboucher	aboucherais
aboucher	aboucheraient
aboucher	abouchent
aboucher	abouchèrent
aboucher	aboucherez
aboucher	aboucherait
aboucher	aboucherions
aboucher	aboucherons
aboucher	aboucheras
aboucher	aboucheront
aboucher	aboucheriez
aboucher	abouches
aboucher	abouchés
aboucher	abouchions
aboucher	abouchiez
aboucher	abouchez
aboucher	abouchons
abouler	aboulez
aboulie	aboulies
abouler	aboule
abouler	aboules
about	abouts
abouna	abounas
abouter	aboutons
aboulique	abouliques
abouti	aboutis
aboutir	abouti
aboutir	aboutie
aboutir	aboutîmes
aboutir	aboutira
aboutir	aboutirai
aboutir	aboutiraient
aboutir	aboutirais
aboutir	aboutirait
abouter	aboutait
aboutir	aboutiras
aboutir	aboutirez
aboutir	aboutiriez
aboutir	aboutirions
aboutir	aboutirent
aboutir	aboutiront
aboutir	aboutis
aboutir	aboutissaient
aboutir	aboutirons
aboutir	aboutissais
aboutir	aboutissant
abouti	aboutie
aboutir	aboutissait
aboutir	aboutisses
aboutir	aboutissent
aboutir	aboutissez
aboutir	aboutissiez
aboutir	aboutissons
aboutir	aboutisse
aboutir	aboutissions
aboutir	aboutîtes
aboutissant	aboutissants
aboutir	aboutit
aboutir	aboutît
aboutonner	aboutonnai
aboyer	aboie
aboyant	aboyante
aboutissement	aboutissements
aboyer	aboiera
aboyer	aboieraient
aboyer	aboierais
aboyer	aboierai
aboyer	aboierait
aboyer	aboient
aboyer	aboieriez
aboyer	aboierions
aboyer	aboierez
aboyer	aboierons
aboyer	aboieras
aboyer	aboies
aboyer	aboieront
aboyer	aboyaient
aboyer	aboyais
aboyer	aboya
aboyer	aboyai
aboyer	aboyant
aboyer	aboyâmes
aboyer	aboyasse
aboyer	aboyassent
aboyer	aboyasses
aboyer	aboyassiez
aboyer	aboyassions
aboyer	aboyât
aboyer	aboyâtes
aboyer	aboyait
aboyer	aboyas
aboyer	aboyée
aboyer	aboyées
aboyer	aboyèrent
aboyer	aboyés
aboyer	aboyiez
aboyer	aboyions
aboyer	aboyé
aboyer	aboyons
abracadabrant	abracadabrante
abracadabrant	abracadabrantes
aboyer	aboyez
aboyeur	aboyeurs
abracadabrer	abracadabré
abracadabrant	abracadabrants
abrasif	abrasive
abraser	abrasé
abrasif	abrasifs
abrégé	abrégée
abrègement	abrègements
abrégé	abrégés
abrasif	abrasives
abréger	abrégea
abréger	abrégeai
abréger	abrège
abréger	abrégeaient
abréger	abrégeait
abréger	abrégé
abréger	abrégeâmes
abréger	abrégeas
abréger	abrégeais
abréger	abrégeassent
abréger	abrégeant
abréger	abrégeasse
abréger	abrégeassions
abréger	abrégeassiez
abréger	abrégeâtes
abréger	abrégeât
abréger	abrégeasses
abréger	abrégées
abréger	abrégeons
abréger	abrègent
abréger	abrégerai
abréger	abrégée
abréger	abrégerais
abréger	abrégerait
abréger	abrégeraient
abréger	abrégèrent
abréger	abrégera
abréger	abrégeras
abréger	abrégerions
abréger	abrégerez
abréger	abrégeriez
abréger	abrégeront
abréger	abrèges
abréger	abrégerons
abréger	abrégés
abréger	abrégiez
abréger	abrégions
abreuver	abreuva
abreuver	abreuvai
abreuver	abreuvaient
abreuvé	abreuvés
abreuver	abreuvais
abreuver	abreuvâmes
abreuver	abreuvant
abreuver	abreuvas
abréger	abrégez
abreuver	abreuvait
abreuver	abreuvassent
abreuver	abreuvassiez
abreuver	abreuvassions
abreuver	abreuvasse
abreuver	abreuvasses
abreuver	abreuvât
abreuver	abreuvâtes
abreuver	abreuve
abreuver	abreuvé
abreuver	abreuvées
abreuver	abreuvera
abreuver	abreuvent
abreuver	abreuverai
abreuver	abreuverais
abreuver	abreuveraient
abreuver	abreuveras
abreuver	abreuvèrent
abreuver	abreuvée
abreuver	abreuverait
abreuver	abreuverions
abreuver	abreuverons
abreuver	abreuveriez
abreuver	abreuves
abreuver	abreuveront
abreuver	abreuvez
abreuver	abreuvés
abreuver	abreuverez
abreuver	abreuvions
abreuvoir	abreuvoirs
abreuver	abreuviez
abréviation	abréviations
abricot	abricots
abreuver	abreuvons
abricoter	abricotez
abricotier	abricotiers
abri	abris
abrité	abrités
abri-sous-roche	abris-sous-roche
abrité	abritée
abriter	abritaient
abriter	abritai
abriter	abritais
abriter	abritâmes
abriter	abrita
abriter	abritant
abriter	abritasse
abriter	abritassent
abriter	abritait
abriter	abritasses
abriter	abritassiez
abriter	abritassions
abriter	abritât
abriter	abritâtes
abriter	abrite
abriter	abritas
abriter	abritées
abriter	abritent
abriter	abritera
abriter	abrité
abriter	abriterai
abriter	abriteraient
abriter	abriterais
abriter	abriteras
abriter	abriterait
abriter	abritèrent
abriter	abriteriez
abriter	abritée
abriter	abriterions
abriter	abriterez
abriter	abriterons
abriter	abriteront
abriter	abritez
abriter	abrités
abriter	abritions
abriter	abritons
abrogation	abrogations
abriter	abrites
abriter	abritiez
abrogeable	abrogeables
abroger	abrogea
abroger	abroge
abroger	abrogé
abroger	abrogeais
abroger	abrogeaient
abroger	abrogeâmes
abroger	abrogeait
abroger	abrogeai
abroger	abrogeasse
abroger	abrogeassent
abroger	abrogeasses
abroger	abrogeassiez
abroger	abrogeant
abroger	abrogeassions
abroger	abrogeât
abroger	abrogeâtes
abroger	abrogées
abroger	abrogeas
abroger	abrogeons
abroger	abrogera
abroger	abrogerai
abroger	abrogeraient
abroger	abrogerais
abroger	abrogerait
abroger	abrogeras
abroger	abrogèrent
abroger	abrogerez
abroger	abrogeriez
abroger	abrogerions
abroger	abrogerons
abroger	abrogent
abroger	abrogeront
abroger	abrogés
abroger	abroges
abroger	abrogée
abroger	abrogiez
abroger	abrogions
abrupt	abruptes
abroger	abrogez
abrupt	abrupts
abruti	abruties
abrupt	abrupte
abruti	abrutis
abrutir	abrutie
abrutir	abruties
abrutir	abrutîmes
abruti	abrutie
abrutir	abrutira
abrutir	abrutirai
abrutir	abrutirais
abrutir	abrutiraient
abrutir	abrutiras
abrutir	abrutirait
abrutir	abrutirez
abrutir	abrutiriez
abrutir	abrutirions
abrutir	abruti
abrutir	abrutirons
abrutir	abrutis
abrutir	abrutirent
abrutir	abrutissaient
abrutir	abrutissais
abrutir	abrutiront
abrutir	abrutissait
abrutir	abrutissent
abrutir	abrutisses
abrutir	abrutissant
abrutir	abrutissez
abrutir	abrutissions
abrutir	abrutisse
abrutir	abrutissiez
abrutir	abrutissons
abrutir	abrutît
abrutir	abrutîtes
abrutissant	abrutissante
abrutissant	abrutissantes
abrutissement	abrutissements
abscisse	abscisses
abrutissant	abrutissants
abscons	absconse
abscons	absconses
absence	absences
abrutir	abrutit
absent	absents
absent	absentes
absentéisme	absentéismes
absenter	absenta
absenter	absentai
absenter	absentaient
absenter	absentais
absent	absente
absenter	absentait
absenter	absentas
absenter	absentasse
absenter	absentassent
absenter	absentasses
absenter	absentassiez
absenter	absentassions
absenter	absentât
absenter	absentâtes
absenter	absente
absenter	absenté
absenter	absentée
absenter	absentées
absenter	absentâmes
absenter	absentera
absenter	absenterai
absenter	absentant
absenter	absenteraient
absenter	absenterais
absenter	absenteras
absenter	absenterait
absenter	absentent
absenter	absenterez
absenter	absenteriez
absenter	absentèrent
absenter	absenterions
absenter	absenterons
absenter	absentés
absenter	absenteront
absenter	absentiez
absenter	absentions
absenter	absentes
absenter	absentons
absidial	absidiales
absinthe	absinthes
absinther	absinthant
absenter	absentez
absolu	absolue
absolu	absolues
absolution	absolutions
absolutisme	absolutismes
absolu	absolus
absorbable	absorbables
abside	absides
absorbant	absorbante
absorbant	absorbants
absorbant	absorbantes
absorbé	absorbés
absorbé	absorbée
absorbé	absorbées
absorber	absorbaient
absorber	absorbais
absorber	absorbai
absorber	absorbait
absorber	absorbâmes
absorber	absorbant
absorber	absorbasse
absorber	absorba
absorber	absorbas
absorber	absorbassiez
absorber	absorbassions
absorber	absorbasses
absorber	absorbassent
absorber	absorbe
absorber	absorbât
absorber	absorbâtes
absorber	absorbées
absorber	absorbé
absorber	absorbent
absorber	absorberai
absorber	absorberaient
absorber	absorbée
absorber	absorberais
absorber	absorberas
absorber	absorberait
absorber	absorbèrent
absorber	absorberez
absorber	absorberiez
absorber	absorberions
absorber	absorberons
absorber	absorbes
absorber	absorberont
absorber	absorbés
absorber	absorbez
absorber	absorbiez
absorber	absorbions
absorption	absorptions
absorptivité	absorptivités
absorber	absorbons
absoudre	absolvaient
absorber	absorbera
absoudre	absolvais
absoudre	absolve
absoudre	absolvant
absoudre	absolves
absoudre	absolvait
absoudre	absolviez
absoudre	absolvions
absoudre	absolvent
absoudre	absoudra
absoudre	absolvons
absoudre	absoudraient
absoudre	absoudrais
absoudre	absolvez
absoudre	absoudrai
absoudre	absoudrez
absoudre	absoudrait
absoudre	absoudrions
absoudre	absoudrons
absoudre	absoudriez
absoudre	absous
absoudre	absoudras
absoudre	absoudront
absoudre	absoutes
abstenir	abstenaient
abstenir	abstenais
absoudre	absout
absoudre	absoute
abstenir	abstenez
abstenir	abstenait
abstenir	abstenions
abstenir	absteniez
abstenir	abstenons
abstenir	abstenant
abstenir	abstenu
abstenir	abstenus
abstenir	abstenues
abstenir	abstiendrai
abstenir	abstiendraient
abstenir	abstiendra
abstenir	abstiendrais
abstenir	abstiendras
abstenir	abstiendrait
abstenir	abstenue
abstenir	abstiendrez
abstenir	abstiendrons
abstenir	abstiendrions
abstenir	abstienne
abstenir	abstiendront
abstenir	abstiennes
abstenir	abstiens
abstenir	abstient
abstenir	abstînmes
abstenir	abstinrent
abstenir	abstins
abstenir	abstinsse
abstenir	abstinssent
abstenir	abstinsses
abstenir	abstinssiez
abstenir	abstinssions
abstenir	abstint
abstenir	abstiennent
abstenir	abstiendriez
abstenir	abstînt
abstention	abstentions
abstentionniste	abstentionnistes
abstenir	abstîntes
abstentionnisme	abstentionnismes
abstinent	abstinente
abstinence	abstinences
abstinent	abstinents
abstinent	abstinentes
abstraction	abstractions
abstraire	abstraient
abstraire	abstraies
abstraire	abstraira
abstraire	abstrairai
abstraire	abstrairaient
abstraire	abstrairais
abstraire	abstrairait
abstraire	abstrairas
abstraire	abstrairez
abstraire	abstrairiez
abstraire	abstrairions
abstraire	abstrairons
abstraire	abstrairont
abstraire	abstraie
abstenu	abstenue
abstraire	abstrais
abstraire	abstraite
abstraire	abstraites
abstraire	abstrayaient
abstraire	abstraits
abstraire	abstrayais
abstraire	abstrayant
abstraire	abstrait
abstraire	abstrayez
abstraire	abstrayiez
abstraire	abstrayait
abstraire	abstrayions
abstrait	abstraites
abstraire	abstrayons
abstrait	abstraite
abstrus	abstruse
abstrait	abstraits
absurdiste	absurdistes
absurdité	absurdités
abstrus	abstruses
abusé	abusées
absurde	absurdes
abusé	abusés
abusé	abusée
abuser	abusaient
abuser	abusa
abuser	abusai
abuser	abusâmes
abuser	abusait
abuser	abusas
abuser	abusais
abuser	abusasse
abuser	abusassent
abuser	abusasses
abuser	abusassiez
abuser	abusât
abuser	abusassions
abuser	abuse
abuser	abusant
abuser	abusâtes
abuser	abusées
abuser	abusée
abuser	abusé
abuser	abusera
abuser	abuseraient
abuser	abusent
abuser	abuserai
abuser	abuserait
abuser	abusèrent
abuser	abuserais
abuser	abuseriez
abuser	abuseras
abuser	abuserions
abuser	abuserons
abuser	abuses
abuser	abuserez
abuser	abusés
abuser	abusiez
abuser	abusions
abuser	abusez
abuser	abusons
abusif	abusifs
abuser	abuseront
abusif	abusives
abusif	abusive
abyssal	abyssaux
abyssal	abyssales
abysse	abysses
abyssal	abyssale
acabit	acabits
abyssin	abyssins
académicien	académicienne
académicien	académiciennes
académicien	académiciens
académie	académies
abyssinien	abyssinienne
académique	académiques
académiser	académisé
acagnarder	acagnardai
acagnarder	acagnardait
acacia	acacias
acadien	acadiens
acagnarder	acagnardée
acajou	acajous
acagnarder	acagnardé
acariâtre	acariâtres
accablant	accablante
accablant	accablantes
accablant	accablants
accablé	accablée
acarien	acariens
accablé	accablées
accablement	accablements
accabler	accabla
accablé	accablés
accabler	accablaient
accabler	accablais
accabler	accablai
accabler	accablait
accabler	accablant
accabler	accablas
accabler	accablasse
accabler	accablassent
accabler	accablasses
accabler	accablassiez
accabler	accablassions
accabler	accablât
accabler	accablâtes
accabler	accable
accabler	accablé
accabler	accablée
accabler	accablées
accabler	accablâmes
acanthe	acanthes
accabler	accablent
accabler	accableraient
accabler	accablerais
accabler	accablera
accabler	accablerai
accabler	accablèrent
accabler	accableras
accabler	accablerait
accabler	accablerions
accabler	accablerons
accabler	accableriez
accabler	accables
accabler	accableront
accabler	accablerez
accabler	accablés
accabler	accablions
accabler	accablons
accabler	accabliez
accabler	accablez
accalmie	accalmies
accaparant	accaparante
accaparement	accaparements
accaparer	accaparai
accalmir	accalmit
accaparer	accapara
accaparer	accaparais
accaparer	accaparâmes
accaparer	accaparaient
accaparer	accaparait
accaparer	accaparasse
accaparer	accaparassent
accaparer	accaparant
accaparer	accaparassiez
accaparer	accaparas
accaparer	accaparassions
accaparer	accaparasses
accaparer	accapare
accaparer	accaparâtes
accaparer	accaparât
accaparer	accaparées
accaparer	accaparée
accaparer	accaparera
accaparer	accaparent
accaparer	accaparerai
accaparer	accapareraient
accaparer	accaparerais
accaparer	accapareras
accaparer	accaparerait
accaparer	accaparèrent
accaparer	accaparerez
accaparer	accapareriez
accaparer	accaparerons
accaparer	accapareront
accaparer	accapares
accaparer	accaparés
accaparer	accaparé
accaparer	accapariez
accaparer	accaparez
accaparer	accaparons
accastillage	accastillages
accaparer	accaparions
accaparer	accaparerions
accéder	accéda
accédant	accédants
accéder	accédaient
accéder	accédais
accédant	accédante
accéder	accédai
accéder	accédait
accéder	accédant
